text,category,category_code,severity,risk,dialect
una persona me escribio diciendo que una mujer me dijo que tus padres no te comprenden y me pidio fotos parcero,grooming,CAT-03,high,1,colombia
una persona me escribio diciendo que un adulto me dijo que tus padres no te comprenden y me pidio fotos,grooming,CAT-03,high,1,argentina
vi un mensaje de una persona mayor me envio mensajes subidos de tono,contacto_inapropiado,CAT-01,high,1,colombia
recibi un mensaje de mi sobrino bueno la chantajearon con fotos intimas orale,extorsion,CAT-05,critical,1,mexico
enviame fotografias intimas copado,solicitud_material,CAT-02,high,1,argentina
una persona me escribio diciendo que o sea un adulto me dijo cosas sexuales sin que yo lo pidiera,contacto_inapropiado,CAT-01,high,1,mexico
recibi un mensaje de un desconocido me aislo de mis amigos y me pidio fotografias desnudas,grooming,CAT-03,critical,1,neutral
pasame fotos o le cuento a todos,extorsion,CAT-05,critical,1,neutral
vi un mensaje de mi la verdad hija le exigieron fotos intimas y publicaria en internet carnal,solicitud_material,CAT-02,severe,1,mexico
vi un mensaje de tu familia no entiende mandame fotos la verdad parcero,grooming,CAT-03,critical,1,colombia
alguien me dijo que pasame plata o difundo las fotos parcero,extorsion,CAT-05,severe,1,colombia
vi un mensaje de mi amiga le pidieron una foto boliche,solicitud_material,CAT-02,low,0,argentina
recibi un mensaje de un adulto me describio actos sexuales de forma directe bueno,contacto_inapropiado,CAT-01,critical,1,mexico
un adulto entonces me envio comentarios sexuales explicitos,contacto_inapropiado,CAT-01,high,1,mexico
o sea recibi un mensaje de alguien me escribio todos los dias pidiendo confianza che,grooming,CAT-03,low,0,argentina
vi un mensaje de un desconocido insistio en quedar solo a pesar de que le dije que no,cita_persona,CAT-04,critical,1,neutral
pasame pues fotos sin ropa y no le digas a nadie copado,solicitud_material,CAT-02,severe,1,argentina
recibi un mensaje de una mujer amenazo con divulgar imagenes privadas,extorsion,CAT-05,high,1,neutral
recibi un la verdad mensaje de mi hija le pidieron fotos desnudas,solicitud_material,CAT-02,high,1,neutral
me contactaron por redes diciendo que un desconocido me envio comentarios sexuales explicitos,contacto_inapropiado,CAT-01,high,1,neutral
una persona me escribio diciendo que una mujer me dijo cosas sexuales sin que yo lo pidiera che,contacto_inapropiado,CAT-01,high,1,argentina
vi un mensaje de un tipo me invito a salir,cita_persona,CAT-04,low,0,argentina
me contactaron por redes diciendo que mi amigo quisieron verla sola,cita_persona,CAT-04,medium,0,neutral
vi un mensaje de mi amigo recibio un mensaje de un tipo un poco incomodo,contacto_inapropiado,CAT-01,low,0,argentina
alguien me dijo que un tipo me hizo comentarios que me incomodaron,contacto_inapropiado,CAT-01,medium,0,neutral
una persona me escribio diciendo que mi amigo bueno recibio mensajes de una persona mayor con contenido sexual neta,contacto_inapropiado,CAT-01,high,1,mexico
una niña le dijeron que es nuestro secreto orale,grooming,CAT-03,medium,0,mexico
o sea alguien me dijo que juguemos un juego secreto y mandame fotos,grooming,CAT-03,high,1,mexico
me contactaron por redes diciendo que una mujer me dijo que solo yo te quiero ayudar,grooming,CAT-03,medium,0,mexico
recibi un mensaje de un menor recibio comentarios de un desconocido que la incomodaron,contacto_inapropiado,CAT-01,medium,0,argentina
una persona me escribio diciendo que una mujer me pidio fotos sin ropa,solicitud_material,CAT-02,high,1,argentina
alguien me dijo que enviame fotos en ropa interior ya neta,solicitud_material,CAT-02,critical,1,mexico
recibi un mensaje de no le digas a tus papas y enviame fotos,grooming,CAT-03,high,1,colombia
un desconocido me dijo que tus papas no entienden,grooming,CAT-03,medium,0,argentina
un hombre solicito fotografias desnudas de manera insistente,solicitud_material,CAT-02,high,1,colombia
alguien me dijo que un adulto me hizo comentarios que me incomodaron,contacto_inapropiado,CAT-01,medium,0,neutral
alguien me dijo que mi amiga la presionaron para quedar sola,cita_persona,CAT-04,critical,1,mexico
un niño le la verdad propusieron un juego secreto y le pidieron fotos parcero,grooming,CAT-03,high,1,colombia
una persona me escribio diciendo que un menor recibio comentarios de un adulto que la incomodaron,contacto_inapropiado,CAT-01,medium,0,argentina
recibi un mensaje de un menor le pidieron fotos desnudas chido,solicitud_material,CAT-02,high,1,mexico
una persona me escribio diciendo que un desconocido manifesto comentarios de indole pues sexual explicita,contacto_inapropiado,CAT-01,critical,1,argentina
vi un mensaje de mi sobrina recibio mensajes de alguien con contenido sexual,contacto_inapropiado,CAT-01,high,1,argentina
una persona me escribio diciendo que una persona mayor me envio mensajes subidos de tono neta,contacto_inapropiado,CAT-01,high,1,mexico
alguien me dijo que un tipo me propuso un juego secreto y me pidio fotos en ropa interior boliche,grooming,CAT-03,high,1,argentina
me contactaron por redes diciendo que mi amigo le dijeron que no le cuentes a tus papas,grooming,CAT-03,medium,0,neutral
recibi un mensaje de una mujer me chantajeo con imagenes intimas,extorsion,CAT-05,critical,1,neutral
me contactaron por redes diciendo que una mujer indico que publicaria fotografias intimas chido,extorsion,CAT-05,high,1,mexico
vi un mensaje de tu familia no entiende mandame fotos neta,grooming,CAT-03,critical,1,mexico
vi un mensaje de una niña la aislaron y le pidieron fotos intimas,grooming,CAT-03,critical,1,argentina
vi un mensaje de una mujer solicito fotografias desnudas de manera insistente,solicitud_material,CAT-02,high,1,colombia
me contactaron por redes diciendo que un desconocido me pidio pues que me mostrara en poca ropa boliche,solicitud_material,CAT-02,medium,0,argentina
alguien me dijo que un menor fue manipulado por un desconocido para enviar material intimo parce,grooming,CAT-03,severe,1,colombia
recibi un mensaje de una persona mayor me saludo de una forma extraña,contacto_inapropiado,CAT-01,low,0,neutral
una persona me escribio diciendo que un desconocido me dijo que le debia algo neta,extorsion,CAT-05,low,0,mexico
vi un mensaje de una persona me pidio que le mandara una foto,solicitud_material,CAT-02,low,0,neutral
mi amigo recibio mensajes de un adulto con contenido sexual,contacto_inapropiado,CAT-01,high,1,argentina
me contactaron por redes diciendo que recibi un mensaje de un tipo que no entendi bien wey,contacto_inapropiado,CAT-01,low,0,mexico
me contactaron por redes diciendo bueno que mi hijo la aislaron y le pidieron fotos intimas copado,grooming,CAT-03,critical,1,argentina
vi un mensaje de mi sobrina le pidieron fotos desnudas,solicitud_material,CAT-02,high,1,colombia
alguien me dijo que alguien me aislo de mis amigos y me pidio material intimo,grooming,CAT-03,critical,1,argentina
una persona me escribio diciendo que alguien me saludo de una forma extraña,contacto_inapropiado,CAT-01,low,0,colombia
vi un mensaje de un hombre solicito fotografias desnudas de manera insistente,solicitud_material,CAT-02,high,1,neutral
bueno recibi un mensaje de una mujer me hizo comentarios que me incomodaron orale,contacto_inapropiado,CAT-01,medium,0,mexico
me contactaron por redes diciendo que una persona me hablo de forma inapropiada,contacto_inapropiado,CAT-01,medium,0,argentina
recibi un mensaje de un menor le dijeron que es solo para nosotros,grooming,CAT-03,medium,0,mexico
una persona me escribio diciendo que un tipo me dijo que nos vieramos sin nadie mas,cita_persona,CAT-04,medium,0,colombia
alguien me dijo que juguemos un juego secreto y mandame fotos,grooming,CAT-03,high,1,argentina
una persona me escribio diciendo que una persona amenazo con divulgar imagenes privadas orale,extorsion,CAT-05,high,1,mexico
alguien me dijo que mi hijo la chantajearon con fotos intimas chido,extorsion,CAT-05,critical,1,mexico
enviame pues fotografias intimas neta,solicitud_material,CAT-02,high,1,mexico
me contactaron por redes diciendo que pasame plata o difundo las bueno fotos carnal,extorsion,CAT-05,severe,1,mexico
vi un mensaje de shh es secreto mandame fotos desnudas bacano,grooming,CAT-03,severe,1,colombia
una persona me escribio diciendo que pasame fotos o le cuento a todos chevere,extorsion,CAT-05,critical,1,colombia
me contactaron por redes diciendo que un tipo me insulto de forma sexual orale,contacto_inapropiado,CAT-01,critical,1,mexico
alguien me dijo que alguien me envio mensajes subidos de tono,contacto_inapropiado,CAT-01,high,1,neutral
una persona me escribio diciendo que una persona describio actos sexuales violentos de forma directa pibe,contacto_inapropiado,CAT-01,severe,1,argentina
alguien me dijo que una persona mayor me envio mensajes subidos de tono copado,contacto_inapropiado,CAT-01,high,1,argentina
vi un mensaje de una persona mayor me dijo que solo yo bueno te quiero ayudar,grooming,CAT-03,medium,0,neutral
una persona mayor indico que publicaria fotografias intimas,extorsion,CAT-05,high,1,neutral
una persona me invito a salir,cita_persona,CAT-04,low,0,mexico
una persona me escribio diciendo que un hombre verbalizo contenido sexual agresivo,contacto_inapropiado,CAT-01,critical,1,neutral
enviame una foto en ropa interior,solicitud_material,CAT-02,high,1,colombia
una persona me escribio diciendo que enviame una foto en ropa interior,solicitud_material,CAT-02,high,1,neutral
una persona me escribio diciendo que mi sobrino le propusieron un juego secreto y le pidieron fotos parcero,grooming,CAT-03,high,1,colombia
un desconocido me amenazo para que lo viera solo,cita_persona,CAT-04,severe,1,neutral
me contactaron por redes diciendo que un adulto me propuso quedar en un sitio apartado,cita_persona,CAT-04,high,1,argentina
mi sobrina quisiuron verla sola,cita_persona,CAT-04,medium,0,colombia
alguien me hablo de forma inapropiada chido,contacto_inapropiado,CAT-01,medium,0,mexico
alguien me dijo que un o sea desconocido me pidio material sexual y es solo para mi orale,solicitud_material,CAT-02,severe,1,mexico
recibi un mensaje de un niño le dijeron que es nuestro secreto,grooming,CAT-03,medium,0,colombia
alguien me dijo que un tipo quiso verme a solas,cita_persona,CAT-04,medium,0,neutral
una persona me escribio diciendo que una persona me dijo que nos vieramos sin nadie mas carnal,cita_persona,CAT-04,medium,0,mexico
una persona me oscribio diciendo que recibi un mensaje de una persona que no entendi bien,contacto_inapropiado,CAT-01,low,0,argentina
recibi un mensaje de un desconocido manifesto comentarios de indole sexual explicita la verdad posta,contacto_inapropiado,CAT-01,critical,1,argentina
una persona me escribio diciendo que una mujer solicito fotografias desnudas de manera insistente,solicitud_material,CAT-02,high,1,colombia
una persona me entonces escribio diciendo que solo yo te entiendo pasame fotos,grooming,CAT-03,critical,1,mexico
vi un mensaje de una persona mayor me hizo comentarios que me incomodaron wey,contacto_inapropiado,CAT-01,medium,0,mexico
me contactaron por redes diciendo que una persona quiso verme a solas wey,cita_persona,CAT-04,medium,0,mexico
un menor recibio mensajes de una persona diciendole que era especial,grooming,CAT-03,low,0,colombia
una persona me escribio diciendo que la verdad mandame una foto en ropa interior chido,solicitud_material,CAT-02,high,1,mexico
vi un mensaje de una persona mayor me presiono para vernos a solas,cita_persona,CAT-04,critical,1,colombia
una persona mayor o sea exigio fotografias y videos dusnudos y amenazo con difundirlos che,solicitud_material,CAT-02,severe,1,argentina
me contactaron por redes diciendo que recibi un mensaje de un hombre que no entendi bien chevere,contacto_inapropiado,CAT-01,low,0,colombia
recibi un mensaje de mi sobrina le pidieron dinero,extorsion,CAT-05,low,0,colombia
recibi un mensaje de una persona me aislo de mis amigos y me exigio imagenes che,grooming,CAT-03,critical,1,argentina
alguien me dijo que no le digas a tus papas y enviame fotos,grooming,CAT-03,high,1,colombia
me contactaron por redes diciendo que un hombre insistio en que le enviara fotos intimas bueno parce,solicitud_material,CAT-02,critical,1,colombia
alguien me dijo que mi hija le pidieron dinero pibe,extorsion,CAT-05,low,0,argentina
alguien me dijo que mandame fotos sin ropa ya,solicitud_material,CAT-02,critical,1,mexico
la verdad vi un mensaje de alguien me manipulo diciendo que yo si te entiendo y me exigio fotos,grooming,CAT-03,critical,1,neutral
vi un mensaje de una persona me chantajeo con imagenes intimas,extorsion,CAT-05,critical,1,mexico
recibi un mensaje de mi sobrina la aislaron y le pidieron fotos intimas,grooming,CAT-03,critical,1,colombia
recibi un mensaje de un adulto me envio comentarios sexuales explicitos orale,contacto_inapropiado,CAT-01,high,1,mexico
recibi un entonces mensaje de un tipo me pregunto si queria verlo che,cita_persona,CAT-04,low,0,argentina
un desconocido manifesto comentarios de indole sexual explicita bacano,contacto_inapropiado,CAT-01,critical,1,colombia
mandame fotos en ropa interior o le cuento a pues todos,solicitud_material,CAT-02,critical,1,argentina
recibi un mensaje de una mujer que no entendi bien,contacto_inapropiado,CAT-01,low,0,mexico
recibi un mensaje de una persona me saludo de una forma extraña,contacto_inapropiado,CAT-01,low,0,argentina
recibi un mensaje de mi amigo recibio mensajes de una persona con contenido sexual,contacto_inapropiado,CAT-01,high,1,argentina
una persona me escribio diciendo que un tipo me presiono para vernos a solas,cita_persona,CAT-04,critical,1,mexico
recibi un mensaje de un tipo me propuso un juego secreto y me pidio material intimo pibe,grooming,CAT-03,high,1,argentina
recibi un mensaje de mandame dinero y mas fotos o publico todo,extorsion,CAT-05,severe,1,argentina
me contactaron por redes diciendo que un tipo me dijo cosas que no me gustaron bacano,contacto_inapropiado,CAT-01,medium,0,colombia
un niño fue extorsionado con fotos y amenazas de publicacion parce,extorsion,CAT-05,severe,1,colombia
recibi un mensaje de una mujer me saludo de una forma extraña copado,contacto_inapropiado,CAT-01,low,0,argentina
una persona me escribio diciendo que bueno shh es secreto mandame fotos desnudas,grooming,CAT-03,severe,1,neutral
un tipo me propuso un juego secreto y me pidio fotos,grooming,CAT-03,high,1,mexico
me contactaron por redes diciendo que mi amiga le exigieron fotos intimas y me extorsionaria,solicitud_material,CAT-02,severe,1,colombia
alguien me dijo que una mujer exigio fotografias sin ropa bajo presion,solicitud_material,CAT-02,critical,1,neutral
alguien me dijo que un hombre me escribio todos los dias pidiendo confianza che,grooming,CAT-03,low,0,argentina
alguien me dijo que un adulto me dijo que nos vieramos sin nedie mas,cita_persona,CAT-04,medium,0,argentina
recibi un mensaje de mandame fotos sin ropa ya,solicitud_material,CAT-02,critical,1,neutral
una persona me escribio diciendo que tu familia no entiende mandame la verdad fotos,grooming,CAT-03,critical,1,neutral
una persona mayor me envio comentarios sexuales explicitos chevere,contacto_inapropiado,CAT-01,high,1,colombia
recibi un mensaje de mi hija recibio un mensaje de un desconocido un poco incomodo,contacto_inapropiado,CAT-01,low,0,argentina
recibi un mensaje de una mujer me envio mensajes bueno subidos de tono,contacto_inapropiado,CAT-01,high,1,neutral
una bueno mujer me pidio fotos desnudas chevere,solicitud_material,CAT-02,high,1,colombia
alguien me dijo que un adulto me envio un mensaje que me parecio bueno raro,contacto_inapropiado,CAT-01,low,0,argentina
una persona me escribio diciendo que una mujer me envio un mensaje que me parecio raro neta,contacto_inapropiado,CAT-01,low,0,mexico
alguien me dijo que una mujer me envio mensajes subidos de tono neta,contacto_inapropiado,CAT-01,high,1,mexico
alguien me dijo que recibi un mensaje de una persona que no entendi bien,contacto_inapropiado,CAT-01,low,0,neutral
recibi un mensaje de entonces un hombre me pidio que mantenlo en secreto,grooming,CAT-03,medium,0,neutral
mi sobrina recibio comentarios de alguien que la incomodaron,contacto_inapropiado,CAT-01,medium,0,argentina
recibi un mensaje de un desconocido me o sea saludo de una forma extroña parce,contacto_inapropiado,CAT-01,low,0,colombia
recibi un mensaje de una persona o sea me amenazo con contar un secreto,extorsion,CAT-05,medium,0,neutral
una persona me escribio diciando que una persona solicito material sexual de forma coercitiva,solicitud_material,CAT-02,severe,1,mexico
una persona me escribio diciendo que una persona mayor me saludo de una forma extraña,contacto_inapropiado,CAT-01,low,0,mexico
alguien me dijo que mi sobrino recibio mensajes de alguien diciendole que era especial,grooming,CAT-03,low,0,colombia
alguien me dijo que mi hijo le exigieron fotos intimas y o viralizaria todo,solicitud_material,CAT-02,severe,1,argentina
recibi un mensaje de un hombre que no entendi bien,contacto_inapropiado,CAT-01,low,0,mexico
una persona me propuso quedar en un sitio apartado,cita_persona,CAT-04,high,1,argentina
pasame fotos sin ropa la verdad,solicitud_material,CAT-02,high,1,neutral
vi bueno un mensaje de un adulto me dijo que tus viejos no entienden y me pidio fotos,grooming,CAT-03,high,1,mexico
vi un mensaje de un bueno desconocido quiso verme a solas,cita_persona,CAT-04,medium,0,colombia
alguien me dijo que no le digas a tus papas y enviame fotos la verdad,grooming,CAT-03,high,1,colombia
vi entonces un mensaje de una persona mayor me amenazo con difundir material intimo si no enviaba mas parce,extorsion,CAT-05,severe,1,colombia
una persona me escribio diciendo que mandame fotos desnudas ya,solicitud_material,CAT-02,high,1,mexico
alguien bueno me dijo que un adulto me amenazo con difundir material intimo si no enviaba mas parce,extorsion,CAT-05,severe,1,colombia
alguien me dijo o sea que pasame imagenes desnudas ya,solicitud_material,CAT-02,critical,1,argentina
vi un mensaje de mi hijo le pidieron una foto pibe,solicitud_material,CAT-02,low,0,argentina
recibi un mensaje de una persona mayor me dijo que tus amigos no te quieren man,grooming,CAT-03,medium,0,colombia
una persona me escribio diciendo que mi sobrino la presionaron para quedar sola boliche,cita_persona,CAT-04,critical,1,argentina
alguien me dijo que un hombre me escribio todos los dias pidiendo o sea confianza,grooming,CAT-03,low,0,mexico
vi un mensaje de no le digas a tus papas y enviame fotos orale,grooming,CAT-03,high,1,mexico
una persona me escribio diciendo que recibi un mensaje de una persona que no entendi bien,contacto_inapropiado,CAT-01,low,0,neutral
alguien me dijo que juguemos un juego secreto y mandame fotos,grooming,CAT-03,high,1,neutral
recibi un mensaje de un hombre me envio un mensaje que me parecio raro,contacto_inapropiado,CAT-01,low,0,mexico
un tipo me presiono para mandar fotos sin ropa,solicitud_material,CAT-02,critical,1,argentina
vi un mensaje de mandame fotos en ropa interior o me amenazo con publicarlas,solicitud_material,CAT-02,severe,1,neutral
mi sobrino recibio comentarios de una pues mujer que la incomodaron,contacto_inapropiado,CAT-01,medium,0,neutral
vi un mensaje de una persona me envio mensajes subidos de tono orale,contacto_inapropiado,CAT-01,high,1,mexico
una persona me escribio diciendo que mandame fotos en ropa interior o o viralizaria todo,solicitud_material,CAT-02,severe,1,neutral
alguien me describio actos sexuales de forma directa o sea copado,contacto_inapropiado,CAT-01,critical,1,argentina
mandame fotos desnudas ya pibe,solicitud_material,CAT-02,high,1,argentina
alguien me dijo que un adulto me pidio que no se lo digas a nadie,grooming,CAT-03,medium,0,colombia
me contactaron por redes diciendo que tu familia no entiende yo si mandame fotos wey,grooming,CAT-03,severe,1,mexico
entonces recibi un mensaje de un adulto me hizo comentarios que me incomodaron,contacto_inapropiado,CAT-01,medium,0,argentina
vi un mensaje de tu familia no entiende la verdad mandame fotos neta,grooming,CAT-03,critical,1,mexico
alguien me dijo que recibi un mensaje de una persona mayor que no entendi bien,contacto_inapropiado,CAT-01,low,0,neutral
vi un mensaje de mi amigo recibio un mensaje de un desconocido la verdad un poco incomodo copado,contacto_inapropiado,CAT-01,low,0,argentina
una mujer me dijo que tus papas no entienden y me pidio fotos,grooming,CAT-03,high,1,argentina
alguien me dijo cosas que no me gustaron,contacto_inapropiado,CAT-01,medium,0,neutral
una persona me escribio diciendo que un hombre me propuso quedar en un sitio apartado bacano,cita_persona,CAT-04,high,1,colombia
una persona me escribio diciendo que un menor recibio un mensaje de una mujer un poco incomodo chido,contacto_inapropiado,CAT-01,low,0,mexico
una persona me escribio diciendo que un tipo me pidio fotos sin ropa,solicitud_material,CAT-02,high,1,neutral
alguien me dijo que un niño la aislaron y le pidieron fotos intimas,grooming,CAT-03,critical,1,argentina
me contactaron por redes diciendo que una persona me hizo creer que era el unico que me entendia y me exploto sexualmente,grooming,CAT-03,severe,1,mexico
alguien me dijo que alguien me dijo que tu familia no entiende y me pidio fotos,grooming,CAT-03,high,1,argentina
una persona me escribio diciendo que un tipo me escribio todos los dias pidiendo entonces confianza man,grooming,CAT-03,low,0,colombia
la verdad una persona me hizo comentarios que me incomodaron,contacto_inapropiado,CAT-01,medium,0,mexico
alguien me dijo que mi sobrina recibio comentarios de un desconocido que la incomodaron,contacto_inapropiado,CAT-01,medium,0,argentina
alguien me dijo que mi amiga la obligaron a encontrarse a escondidas con una persona,cita_persona,CAT-04,severe,1,colombia
vi un mensaje de recibi un mensaje de una mujer que no entendi bien,contacto_inapropiado,CAT-01,low,0,colombia
recibi un mensaje de una persona mayor me propuso quedar en un sitio apartado,cita_persona,CAT-04,high,1,mexico
me contactaron por redes diciendo que una niña recibio un mensaje de un hombre un poco incomodo,contacto_inapropiado,CAT-01,low,0,argentina
recibi un mensaje de una persona mayor me pidio fotos sin ropa parce,solicitud_material,CAT-02,high,1,colombia
recibi un mensaje de un adulto me hizo creer que era el unico que me entendia y me exploto sexualmente chido,grooming,CAT-03,severe,1,mexico
recibi un mensaje de un niño le pidieron una foto comun,solicitud_material,CAT-02,medium,0,argentina
un hombre me dijo cosas que no me gustaron,contacto_inapropiado,CAT-01,medium,0,argentina
recibi un mensaje de un hombre me envio mensajes subidos de tono,contacto_inapropiado,CAT-01,high,1,neutral
o sea una mujer me dijo cosas sexuales sin que yo lo pidiera,contacto_inapropiado,CAT-01,high,1,argentina
recibi un mensaje de una persona me amenazo con hacerme cosas sexuales pues si no obedecia copado,contacto_inapropiado,CAT-01,severe,1,argentina
una persona me escribio diciendo que un niño fue extorsionado con fotos y amenazas de publicacion,extorsion,CAT-05,severe,1,neutral
vi un mensaje de un tipo me envio mensajes subidos de tono boliche,contacto_inapropiado,CAT-01,high,1,argentina
vi un mensaje de recibi un mensaje de un hombre que no entendi bien man,contacto_inapropiado,CAT-01,low,0,colombia
alguien me dijo que un tipo me amenazo con contar un secreto pibe,extorsion,CAT-05,medium,0,argentina
vi un mensaje de un hombre exigio fotografias y videos desnudos y amenazo con difundirlos bueno,solicitud_material,CAT-02,severe,1,colombia
vi un mensaje de un menor le propusieron salir,cita_persona,CAT-04,low,0,neutral
un desconocido me dijo que tu familia no entiende y me pidio fotos chido,grooming,CAT-03,high,1,mexico
me contactaron por redes diciendo que alguien me envio un mensaje que me parecio raro,contacto_inapropiado,CAT-01,low,0,neutral
un hombre me dijo que me haria daño de forma sexual parce,contacto_inapropiado,CAT-01,severe,1,colombia
una persona me escribio diciendo bueno que una mujer me saludo de una forma extraña chevere,contacto_inapropiado,CAT-01,low,0,colombia
me contactaron por redes diciendo que una persona mayor me amenazo para que lo viera solo o sea bacano,cita_persona,CAT-04,severe,1,colombia
una persona me escribio diciendo que mi amigo le propusieron verse en un lugar escondido,cita_persona,CAT-04,high,1,neutral
recibi un mensaje de mi sobrina le dijeron que contarian algo si no obedecia,extorsion,CAT-05,medium,0,mexico
alguien me dijo que una persona me envio mensajes subidos de tono,contacto_inapropiado,CAT-01,high,1,colombia
alguien me dijo que una persona mayor me pidio dinero,extorsion,CAT-05,low,0,argentina
recibi un mensaje de un hombre me dijo que nos vieramos en un lugar escondido,cita_persona,CAT-04,high,1,colombia
alguien me dijo que pasame fotos sin ropa y no le digas a nadie,solicitud_material,CAT-02,severe,1,neutral
recibi un mensaje de una persona mayor me entonces describio actos sexuales de forma directa,contacto_inapropiado,CAT-01,critical,1,colombia
recibi un mensaje de una o sea persona me dijo cosas que no me gustaron carnal,contacto_inapropiado,CAT-01,medium,0,mexico
recibi un mensaje de alguien me propuso quedar en un sitio apartado wey,cita_persona,CAT-04,high,1,mexico
una persona me escribio diciendo que una mujer me envio comentarios sexuales explicitos,contacto_inapropiado,CAT-01,high,1,colombia
vi un mensaje de un tipo me dijo cosas sexuales sin que yo lo pidiera,contacto_inapropiado,CAT-01,high,1,argentina
recibi un mensaje de una mujer me saludo de una forma extraña,contacto_inapropiado,CAT-01,low,0,mexico
vi un mensaje de mi amiga le propusieron verse en un lugar escondido copado,cita_persona,CAT-04,high,1,argentina
una persona me escribio diciendo que enviame fotos en ropa interior ya boliche,solicitud_material,CAT-02,critical,1,argentina
una persona me escribio diciendo que una persona me envio mensajes subidos de tono,contacto_inapropiado,CAT-01,high,1,argentina
una persona me escribio diciendo que un desconocido me amenazo con difundir material intimo si no enviaba mas,extorsion,CAT-05,severe,1,neutral
pues tu familia no entiende yo si mandame fotos,grooming,CAT-03,severe,1,mexico
bueno me contactaron por redes diciendo que mi amiga recibio un mensaje de un desconocido un poco incomodo,contacto_inapropiado,CAT-01,low,0,neutral
recibi un mensaje de recibi un mensaje de un hombre que no entendi bien,contacto_inapropiado,CAT-01,low,0,neutral
una persona me escribio diciendo que una persona mayor me amenazo para que lo viera solo bueno,cita_persona,CAT-04,severe,1,neutral
me contactaron por redes diciendo que recibi un mensaje de alguien que no entendi bien,contacto_inapropiado,CAT-01,low,0,colombia
una persona mayor me hizo creer que era el unico que me entendia y me exploto sexualmente,grooming,CAT-03,severe,1,neutral
alguien me dijo que un menor recibio amenazas sexuales de una mujer posta,contacto_inapropiado,CAT-01,severe,1,argentina
alguien me dijo que alguien me obligo a escuchar descripciones sexuales violentas,contacto_inapropiado,CAT-01,severe,1,argentina
un desconocido me dijo que era especial man,grooming,CAT-03,low,0,colombia
vi un mensaje de una o sea persona exigio fotografias y videos desnudos y imenazo con difundirlos,solicitud_material,CAT-02,severe,1,argentina
una persona me escribio diciendo que un menor le propusieron un juego secreto y le pidieron fotos,grooming,CAT-03,high,1,mexico
alguien me o sea dijo que alguien me invito a salir,cita_persona,CAT-04,low,0,neutral
recibi un mensaje de no le o sea digas a tus papas y enviame fotos,grooming,CAT-03,high,1,neutral
vi un mensaje de mi hija la aislaron y le pidieron fotos intimas,grooming,CAT-03,critical,1,neutral
recibi un mensaje de una mujer que no entendi bien,contacto_inapropiado,CAT-01,low,0,colombia
una persona me escribio diciendo que un bueno niño recibio un mensaje de un desconocido un poco incomodo pibe,contacto_inapropiado,CAT-01,low,0,argentina
vi un mensaje de alguien insistio en quedar solo a pesar de que le dije que no copado,cita_persona,CAT-04,critical,1,argentina
alguien me dijo que mi hijo recibio un mensaje de un hombre un poco incomodo che,contacto_inapropiado,CAT-01,low,0,argentina
la verdad una persona me escribio diciendo que un adulto me pregunto si podia enviarle una foto posta,solicitud_material,CAT-02,low,0,argentina
solo yo te entiendo pasame fotos,grooming,CAT-03,critical,1,argentina
vi un mensaje de enviame fotos intimas o publico todo,solicitud_material,CAT-02,severe,1,neutral
vi un mensaje de una mujer me manipulo diciendo o sea que tu familia no entiende y me exigio fotos,grooming,CAT-03,critical,1,mexico
me contactaron por redes diciendo que un hombre me hizo creer que era el unico que la verdad me entendia y me exploto sexualmente,grooming,CAT-03,severe,1,neutral
un desconocido me amenazo con hacerme cosas sexuales si no obedecia,contacto_inapropiado,CAT-01,severe,1,neutral
me contactaron por redes diciendo que una persona me dijo que era especial,grooming,CAT-03,low,0,colombia
pasame imagenes desnudas ya wey,solicitud_material,CAT-02,critical,1,mexico
alguien me dijo que un desconocido me dijo que tus la verdad viejos no entienden y me pidio fotos,grooming,CAT-03,high,1,neutral
alguien me propuso un juego secreto y me exigio imagenes pibe,grooming,CAT-03,high,1,argentina
me contactaron por redes diciendo que una mujer quiso verme a solas,cita_persona,CAT-04,medium,0,colombia
me contactaron por redes diciendo que alguien verbalizo contenido sexual agresivo,contacto_inapropiado,CAT-01,critical,1,colombia
una persona me escribio diciendo que un tipo insistio en quedar solo a pesar de que le dije que no,cita_persona,CAT-04,critical,1,argentina
tu familia no entiende mandame fotos,grooming,CAT-03,critical,1,neutral
recibi un mensaje de un menor le propusieron salir carnal,cita_persona,CAT-04,low,0,mexico
recibi un mensaje de una mujer me saludo de una forma extraña,contacto_inapropiado,CAT-01,low,0,colombia
me contactaron por redes diciendo que mandame fotos sin ropa ya bacano,solicitud_material,CAT-02,critical,1,colombia
alguien me dijo que no le bueno digas a tus papas y enviame fotos,grooming,CAT-03,high,1,neutral
una persona me escribio diciendo que un hombre me exigio fotos y videos desnudos y me amenazo con publicarlas parcero,solicitud_material,CAT-02,severe,1,colombia
alguien me dijo que una persona mayor me dijo que tus viejos no entienden y me pidio fotos parcero la verdad,grooming,CAT-03,high,1,colombia
alguien me dijo que no le digas a tus papas y enviame fotos bacano,grooming,CAT-03,high,1,colombia
recibi un mensaje de recibi un mensaje de un adulto que no entendi bien,contacto_inapropiado,CAT-01,low,0,neutral
un hombre me dijo cosas sexuales sin que yo lo pidiera chevere,contacto_inapropiado,CAT-01,high,1,colombia
vi un mensaje de una mujer me dijo que era especial boliche,grooming,CAT-03,low,0,argentina
alguien me dijo que un menor fue manipulado por una persona para enviar la verdad material intimo,grooming,CAT-03,severe,1,neutral
